absolute_path,file_name,file_type,sheet_names,max_rows_cols_per_sheet,contains_cc_1412000040,contains_5005026371,contains_5005116291,contains_5005116292,contains_5005066281,contains_5005066282,contains_5005056281,contains_5005046281,contains_Apr_Mar_month_structure,looks_like,evidence_summary
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\14.KDTVN メカ製造技術1課_MP FY2027_各予定(Ver01).xlsx,14.KDTVN メカ製造技術1課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\15.KDTVN メカ製造技術2課_MP FY2027_各予定(Ver01).xlsx,15.KDTVN メカ製造技術2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\16.KDTVN 電気製造技術課_MP FY2027_各予定(Ver01).xlsx,16.KDTVN 電気製造技術課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\18.KDTVN 部品検査1課_MP FY2027_各予定(Ver01-OK).xlsx,18.KDTVN 部品検査1課_MP FY2027_各予定(Ver01-OK).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1001x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\20.KDTVN 部品技術課_MP FY2027_各予定(Ver01).xlsx,20.KDTVN 部品技術課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1001x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\22.KDTVN 金型技術課_MP FY2027_各予定(Ver01).xlsx,22.KDTVN 金型技術課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1002x55; 設備投資計画:55x22; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\23.KDTVN 部品製造課_MP FY2027_各予定(Ver01).xlsx,23.KDTVN 部品製造課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):995x54; 設備投資計画:55x24; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\24.KDTVN 品質保証課_MP FY2027_各予定(Ver01).xlsx,24.KDTVN 品質保証課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1003x66; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\25.KDTVN 製品保証課_MP FY2027_各予定(Ver01).xlsx,25.KDTVN 製品保証課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\26.KDTVN 第1資材課_MP FY2027_各予定(Ver01).xlsx,26.KDTVN 第1資材課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\27.KDTVN 第2資材課_MP FY2027_各予定(Ver01).xlsx,27.KDTVN 第2資材課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):999x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\28.KDTVN 第3資材課_MP FY2027_各予定(Ver01).xlsx,28.KDTVN 第3資材課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1002x56; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\29.KDTVN 資材管理課_MP FY2027_各予定(Ver01).xlsx,29.KDTVN 資材管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x54; 設備投資計画:55x33; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\30.KDTVN 総務課_MP FY2027_各予定(Ver01).xlsx,30.KDTVN 総務課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):999x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\31.KDTVN 人事課_MP FY2027_各予定(Ver01).xlsx,31.KDTVN 人事課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):969x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\32.KDTVN 施設課_MP FY2027_各予定(Ver01).xlsx,32.KDTVN 施設課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):809x58; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\33.KDTVN 会計課_MP FY2027_各予定(Ver01).xlsx,33.KDTVN 会計課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):997x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\34.KDTVN 経営管理課_MP FY2027_各予定(Ver01).xlsx,34.KDTVN 経営管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1005x66; 設備投資計画:55x19; 勘定科目:245x9; 原価センタ:58x7; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\35.KDTVN 貿易管理課_MP FY2027_各予定 final.xlsx,35.KDTVN 貿易管理課_MP FY2027_各予定 final.xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):987x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\36.KDTVN 情報システム課_MP FY2027_各予定(Ver03).xlsx,36.KDTVN 情報システム課_MP FY2027_各予定(Ver03).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 償却シミュレーション; old償却シミュレーション; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1064x55; 設備投資計画:55x19; 償却シミュレーション:35x33; old償却シミュレーション:44x21; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\38.KDTVN トナー製造管理課　_MP FY2027_各予定(Ver01).xlsx,38.KDTVN トナー製造管理課　_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):66x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\39.KDTVN RPS製造課_MP FY2027_各予定(Ver01).xlsx,39.KDTVN RPS製造課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1001x63; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\40.KDTVN 部品品質管理1課_MP FY2027_各予定(Ver01).xlsx,40.KDTVN 部品品質管理1課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:65x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\42.KDTVN 生産技術1課_MP FY2027_各予定(Ver01).xlsx,42.KDTVN 生産技術1課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1002x56; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\43.KDTVN 生産技術2課_MP FY2027_各予定(Ver01).xlsx,43.KDTVN 生産技術2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1003x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\44.KDTVN 第4資材課_MP FY2027_各予定(Ver01).xlsx,44.KDTVN 第4資材課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1002x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\45.KDTVN 製品管理課_MP FY2027_各予定(Ver01).xlsx,45.KDTVN 製品管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\46.KDTVN 物流管理課_MP FY2027_各予定(Ver01).xlsx,46.KDTVN 物流管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\47.KDTVN 工程品質管理2課_MP FY2027_各予定(Ver01).xlsx,47.KDTVN 工程品質管理2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1008x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,49.KDTVN EI1課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,50.KDTVN ESD1課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\51.KDTVN 労働組合_MP FY2027_各予定(Ver01).xlsx,51.KDTVN 労働組合_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\52.KDTVN 機器製造３課_MP FY2027_各予定(Ver01).xlsx,52.KDTVN 機器製造３課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); Sheet1; 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1004x63; Sheet1:1x1; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,53.KDTVN MD3課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x56; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\54.KDTVN 生産技術3課_MP FY2027_各予定(Ver01).xlsx,54.KDTVN 生産技術3課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1004x66; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\55.KDTVN 部品製造管理課_MP FY2027_各予定(Ver01).xlsx,55.KDTVN 部品製造管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1001x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\56.KDTVN 品質管理課_MP FY2027_各予定(Ver01).xlsx,56.KDTVN 品質管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1003x55; 設備投資計画:55x21; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\58.KDTVN 保安課_MP FY2027_各予定(Ver01).xlsx,58.KDTVN 保安課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\59.KDTVN 部品検査2課_MP FY2027_各予定(Ver01).xlsx,59.KDTVN 部品検査2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x55; 設備投資計画:53x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\60.KDTVN リスクマネジメント課_MP FY2027_各予定(Ver01) 1 1.xlsx,60.KDTVN リスクマネジメント課_MP FY2027_各予定(Ver01) 1 1.xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):990x57; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\61.KDTVN 部品在庫管理課_MP FY2027_各予定(Ver01).xlsx,61.KDTVN 部品在庫管理課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\63.KDTVN ESD2課_MP FY2027_各予定(Ver01).xlsx,63.KDTVN ESD2課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):1000x54; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
D:\Sandbox\MP2027\reference_outputs\secondary\FY2027\64.KDTVN 電工製造課_MP FY2027_各予定(Ver01).xlsx,64.KDTVN 電工製造課_MP FY2027_各予定(Ver01).xlsx,secondary_reference,採算表(USD); 採算表(VND); 内訳ﾘｽﾄ(4～3月); 設備投資計画; 勘定科目; 原価センタ; 稼働日,採算表(USD):99x15; 採算表(VND):99x61; 内訳ﾘｽﾄ(4～3月):982x63; 設備投資計画:55x19; 勘定科目:244x9; 原価センタ:64x5; 稼働日:14x2,YES,YES,YES,YES,YES,YES,YES,YES,YES,generated_output_reference,has 内訳ﾘｽﾄ(4～3月)
